Date,Po,P,U;;;;
2018-08-31,736.4,767.9,88;;;;
2018-08-31,735.2,766.4,83;;;;
2018-08-31,734.8,765.9,80;;;;
2018-08-31,733.9,764.8,83;;;;
2018-08-31,732.9,763.9,99;;;;
2018-08-31,732.8,764.1,85;;;;
2018-08-31,733.6,764.8,85;;;;
2018-08-31,734.5,765.7,82;;;;
2018-08-30,734.8,765.3,63;;;;
2018-08-30,734.5,764.8,42;;;;
2018-08-30,735.1,765.5,48;;;;
2018-08-30,735.4,766.0,62;;;;
2018-08-30,735.4,766.6,85;;;;
2018-08-30,735.1,766.7,100;;;;
2018-08-30,734.7,766.1,92;;;;
2018-08-30,734.5,765.7,88;;;;
2018-08-29,734.2,765.1,82;;;;
2018-08-29,733.1,763.6,54;;;;
2018-08-29,732.6,763.0,56;;;;
2018-08-29,732.3,763.0,68;;;;
2018-08-29,731.6,762.5,87;;;;
2018-08-29,730.9,761.9,94;;;;
2018-08-29,730.6,761.6,94;;;;
2018-08-29,730.5,761.3,96;;;;
2018-08-28,730.3,760.9,81;;;;
2018-08-28,729.3,759.4,62;;;;
2018-08-28,729.6,759.9,67;;;;
2018-08-28,729.6,760.1,79;;;;
2018-08-28,729.4,760.1,90;;;;
2018-08-28,728.7,759.7,100;;;;
2018-08-28,728.2,759.3,100;;;;
2018-08-28,728.1,758.8,82;;;;
2018-08-27,727.7,758.2,83;;;;
2018-08-27,727.0,757.2,64;;;;
2018-08-27,726.6,757.0,77;;;;
2018-08-27,726.2,756.9,87;;;;
2018-08-27,725.6,756.5,91;;;;
2018-08-27,724.7,755.8,95;;;;
2018-08-27,724.5,755.5,92;;;;
2018-08-27,724.5,755.4,85;;;;
2018-08-26,724.3,755.1,79;;;;
2018-08-26,723.6,753.9,60;;;;
2018-08-26,723.0,753.3,56;;;;
2018-08-26,722.8,753.4,76;;;;
2018-08-26,722.9,753.6,88;;;;
2018-08-26,722.5,753.3,96;;;;
2018-08-26,722.8,753.7,97;;;;
2018-08-26,723.1,753.9,89;;;;
2018-08-25,723.7,754.5,86;;;;
2018-08-25,723.6,754.0,63;;;;
2018-08-25,723.5,754.2,85;;;;
2018-08-25,723.1,753.7,85;;;;
2018-08-25,722.9,753.7,92;;;;
2018-08-25,722.3,753.1,96;;;;
2018-08-25,722.1,752.7,91;;;;
2018-08-25,722.3,752.9,88;;;;
2018-08-24,723.0,753.4,92;;;;
2018-08-24,723.0,753.1,64;;;;
2018-08-24,722.1,751.4,40;;;;
2018-08-24,722.9,752.6,60;;;;
2018-08-24,723.7,753.7,58;;;;
2018-08-24,723.5,753.5,50;;;;
2018-08-24,724.6,754.6,53;;;;
2018-08-24,725.5,755.5,51;;;;
2018-08-23,725.8,755.2,40;;;;
2018-08-23,725.8,754.8,42;;;;
2018-08-23,726.0,755.2,40;;;;
2018-08-23,726.7,756.2,67;;;;
2018-08-23,726.4,756.7,89;;;;
2018-08-23,726.4,756.9,85;;;;
2018-08-23,726.4,756.8,80;;;;
2018-08-23,726.7,756.9,80;;;;
2018-08-22,726.8,756.9,67;;;;
2018-08-22,726.1,755.8,51;;;;
2018-08-22,726.1,755.9,47;;;;
2018-08-22,726.2,756.4,55;;;;
2018-08-22,726.1,756.8,78;;;;
2018-08-22,724.8,755.6,80;;;;
2018-08-22,723.7,754.2,70;;;;
2018-08-22,723.2,753.8,80;;;;
2018-08-21,722.4,753.0,80;;;;
2018-08-21,722.0,752.9,97;;;;
2018-08-21,722.4,753.4,97;;;;
2018-08-21,721.6,752.1,84;;;;
2018-08-21,721.0,751.8,99;;;;
2018-08-21,720.1,750.7,96;;;;
2018-08-21,718.8,749.3,97;;;;
2018-08-21,718.4,748.6,98;;;;
2018-08-20,719.9,750.0,97;;;;
2018-08-20,720.4,750.0,80;;;;
2018-08-20,720.7,750.3,77;;;;
2018-08-20,720.9,750.8,86;;;;
2018-08-20,721.5,751.5,90;;;;
2018-08-20,721.3,751.4,91;;;;
2018-08-20,721.7,751.9,99;;;;
2018-08-20,722.5,752.5,89;;;;
2018-08-19,724.0,753.6,82;;;;
2018-08-19,722.9,752.3,62;;;;
2018-08-19,723.9,753.4,64;;;;
2018-08-19,724.2,753.7,54;;;;
2018-08-19,725.2,755.5,77;;;;
2018-08-19,725.2,755.6,81;;;;
2018-08-19,725.6,755.5,65;;;;
2018-08-19,726.2,756.1,60;;;;
2018-08-18,726.5,755.9,45;;;;
2018-08-18,726.7,755.8,30;;;;
2018-08-18,727.4,756.6,36;;;;
2018-08-18,728.7,758.2,44;;;;
2018-08-18,729.3,759.4,62;;;;
2018-08-18,729.3,759.9,84;;;;
2018-08-18,729.3,759.6,71;;;;
2018-08-18,729.7,760.0,73;;;;
2018-08-17,729.9,759.9,58;;;;
2018-08-17,729.5,759.1,43;;;;
2018-08-17,729.9,759.6,50;;;;
2018-08-17,730.4,760.4,65;;;;
2018-08-17,730.0,760.3,79;;;;
2018-08-17,728.8,759.5,92;;;;
2018-08-17,728.0,758.7,90;;;;
2018-08-17,728.0,758.5,77;;;;
2018-08-16,725.3,755.3,65;;;;
2018-08-16,726.6,756.7,71;;;;
2018-08-16,725.9,755.4,52;;;;
2018-08-16,726.1,755.7,46;;;;
2018-08-16,726.0,755.9,67;;;;
2018-08-16,725.6,755.4,57;;;;
2018-08-16,726.4,756.3,53;;;;
2018-08-16,726.4,756.2,48;;;;
2018-08-15,726.5,755.8,31;;;;
2018-08-15,726.7,755.8,22;;;;
2018-08-15,727.3,756.3,27;;;;
2018-08-15,727.9,757.3,46;;;;
2018-08-15,728.8,758.8,47;;;;
2018-08-15,729.2,759.5,48;;;;
2018-08-15,729.8,760.0,48;;;;
2018-08-15,730.6,760.5,45;;;;
2018-08-14,731.2,760.7,35;;;;
2018-08-14,731.2,760.5,31;;;;
2018-08-14,732.1,761.5,22;;;;
2018-08-14,733.0,762.7,33;;;;
2018-08-14,733.5,763.9,47;;;;
2018-08-14,733.0,763.6,71;;;;
2018-08-14,732.2,762.7,59;;;;
2018-08-14,732.2,762.4,48;;;;
2018-08-13,731.9,762.0,49;;;;
2018-08-13,731.4,761.0,30;;;;
2018-08-13,731.5,761.2,31;;;;
2018-08-13,731.9,762.0,47;;;;
2018-08-13,728.7,759.2,49;;;;
2018-08-13,727.4,757.6,37;;;;
2018-08-13,728.7,759.2,49;;;;
2018-08-13,729.4,760.5,72;;;;
2018-08-12,728.7,759.2,49;;;;
2018-08-12,727.4,757.6,37;;;;
2018-08-12,726.2,756.4,39;;;;
2018-08-12,725.4,755.7,49;;;;
2018-08-12,724.6,755.2,73;;;;
2018-08-12,723.1,753.8,96;;;;
2018-08-12,722.2,752.5,89;;;;
2018-08-12,721.7,751.9,93;;;;
2018-08-11,721.5,751.3,67;;;;
2018-08-11,721.9,751.6,40;;;;
2018-08-11,723.2,753.1,46;;;;
2018-08-11,724.1,754.4,63;;;;
2018-08-11,724.1,754.5,80;;;;
2018-08-11,723.5,753.9,93;;;;
2018-08-11,723.6,753.9,89;;;;
2018-08-11,723.6,753.4,66;;;;
2018-08-10,723.5,753.2,60;;;;
2018-08-10,724.1,753.7,61;;;;
2018-08-10,723.7,753.3,63;;;;
2018-08-10,723.1,752.5,62;;;;
2018-08-10,723.0,752.2,43;;;;
2018-08-10,722.9,752.2,48;;;;
2018-08-10,723.9,753.1,41;;;;
2018-08-10,724.7,753.9,41;;;;
2018-08-9,725.0,753.9,33;;;;
2018-08-9,725.2,753.8,26;;;;
2018-08-9,726.0,754.6,31;;;;
2018-08-9,726.6,755.5,40;;;;
2018-08-9,726.5,756.0,64;;;;
2018-08-9,726.3,756.1,69;;;;
2018-08-9,726.1,755.8,65;;;;
2018-08-9,726.2,755.5,49;;;;
2018-08-8,725.8,754.8,42;;;;
2018-08-8,725.1,753.9,39;;;;
2018-08-8,726.5,755.4,37;;;;
2018-08-8,726.8,755.9,45;;;;
2018-08-8,727.1,756.8,78;;;;
2018-08-8,726.7,756.9,94;;;;
2018-08-8,726.1,756.4,92;;;;
2018-08-8,726.1,756.0,82;;;;
2018-08-7,725.7,755.2,59;;;;
2018-08-7,724.9,754.0,48;;;;
2018-08-7,724.4,753.6,55;;;;
2018-08-7,724.5,753.9,64;;;;
2018-08-7,724.6,754.3,77;;;;
2018-08-7,724.4,754.5,90;;;;
2018-08-7,724.5,754.3,75;;;;
2018-08-7,725.2,754.9,69;;;;
2018-08-6,725.8,755.5,65;;;;
2018-08-6,726.5,756.2,61;;;;
2018-08-6,726.4,755.5,52;;;;
2018-08-6,727.0,756.6,57;;;;
2018-08-6,726.8,756.7,68;;;;
2018-08-6,727.5,757.6,75;;;;
2018-08-6,728.1,758.0,66;;;;
2018-08-6,728.5,758.4,59;;;;
2018-08-5,728.9,758.5,55;;;;
2018-08-5,728.8,758.0,39;;;;
2018-08-5,729.3,758.5,39;;;;
2018-08-5,729.6,759.1,51;;;;
2018-08-5,729.1,759.4,65;;;;
2018-08-5,728.5,759.3,82;;;;
2018-08-5,727.9,758.2,74;;;;
2018-08-5,727.5,757.6,91;;;;
2018-08-4,726.7,756.3,79;;;;
2018-08-4,725.3,754.9,73;;;;
2018-08-4,724.8,754.1,48;;;;
2018-08-4,724.9,754.0,39;;;;
2018-08-4,725.1,754.9,62;;;;
2018-08-4,724.6,754.8,77;;;;
2018-08-4,725.2,755.4,83;;;;
2018-08-4,725.4,755.4,70;;;;
2018-08-3,725.7,755.2,44;;;;
2018-08-3,725.8,755.0,37;;;;
2018-08-3,726.3,755.6,41;;;;
2018-08-3,727.0,756.6,51;;;;
2018-08-3,727.6,757.8,76;;;;
2018-08-3,727.4,758.1,88;;;;
2018-08-3,728.0,758.5,87;;;;
2018-08-3,728.0,758.2,77;;;;
2018-08-2,727.3,757.2,63;;;;
2018-08-2,726.7,756.1,44;;;;
2018-08-2,726.7,756.1,47;;;;
2018-08-2,727.1,756.7,46;;;;
2018-08-2,727.0,757.0,60;;;;
2018-08-2,726.8,757.5,71;;;;
2018-08-2,727.0,757.5,56;;;;
2018-08-2,727.5,757.9,65;;;;
2018-08-1,727.9,758.0,50;;;;
2018-08-1,727.8,757.9,46;;;;
2018-08-1,728.4,758.6,48;;;;
2018-08-1,728.7,759.1,69;;;;
2018-08-1,728.8,759.6,84;;;;
2018-08-1,728.8,759.4,83;;;;
2018-08-1,729.0,759.7,72;;;;
2018-08-1,729.7,760.3,77;;;;
2018-07-31,729.7,760.2,70;;;;
2018-07-31,729.6,759.9,68;;;;
2018-07-31,729.7,760.1,77;;;;
2018-07-31,729.7,760.2,78;;;;
2018-07-31,730.0,760.6,91;;;;
2018-07-31,729.8,760.5,88;;;;
2018-07-31,729.4,759.8,89;;;;
2018-07-31,730.8,760.9,75;;;;
2018-07-30,729.8,759.6,72;;;;
2018-07-30,729.7,759.1,45;;;;
2018-07-30,730.0,759.3,45;;;;
2018-07-30,730.9,760.4,47;;;;
2018-07-30,731.3,761.4,65;;;;
2018-07-30,731.0,761.2,82;;;;
2018-07-30,731.1,761.0,86;;;;
2018-07-30,731.3,761.0,74;;;;
2018-07-29,731.1,760.6,42;;;;
2018-07-29,730.8,760.1,38;;;;
2018-07-29,731.2,760.7,43;;;;
2018-07-29,732.1,761.8,41;;;;
2018-07-29,732.4,762.6,57;;;;
2018-07-29,732.1,762.7,65;;;;
2018-07-29,732.0,762.3,57;;;;
2018-07-29,732.3,762.4,48;;;;
2018-07-28,732.1,762.0,41;;;;
2018-07-28,731.9,761.6,34;;;;
2018-07-28,732.4,762.1,34;;;;
2018-07-28,732.8,762.8,47;;;;
2018-07-28,733.1,763.4,61;;;;
2018-07-28,732.7,763.6,84;;;;
2018-07-28,732.8,763.5,77;;;;
2018-07-28,733.0,763.2,55;;;;
2018-07-27,732.7,762.5,42;;;;
2018-07-27,732.1,761.5,35;;;;
2018-07-27,732.4,761.8,40;;;;
2018-07-27,733.6,763.2,46;;;;
2018-07-27,734.0,764.1,67;;;;
2018-07-27,733.7,764.3,85;;;;
2018-07-27,733.8,764.2,82;;;;
2018-07-27,734.2,764.3,69;;;;
2018-07-26,734.6,764.5,50;;;;
2018-07-26,734.6,764.3,37;;;;
2018-07-26,735.4,765.3,37;;;;
2018-07-26,735.7,766.0,51;;;;
2018-07-26,735.7,766.2,62;;;;
2018-07-26,734.7,765.8,83;;;;
2018-07-26,734.3,765.2,77;;;;
2018-07-26,733.7,764.2,64;;;;
2018-07-25,732.9,763.0,50;;;;
2018-07-25,732.1,761.7,37;;;;
2018-07-25,731.6,761.2,43;;;;
2018-07-25,731.4,761.2,62;;;;
2018-07-25,731.2,761.7,79;;;;
2018-07-25,730.2,761.3,100;;;;
2018-07-25,729.7,760.6,100;;;;
2018-07-25,729.3,760.0,89;;;;
2018-07-24,727.9,758.6,87;;;;
2018-07-24,726.5,757.0,86;;;;
2018-07-24,724.6,755.1,95;;;;
2018-07-24,722.0,752.4,87;;;;
2018-07-24,720.9,751.5,100;;;;
2018-07-24,721.7,752.5,96;;;;
2018-07-24,721.5,752.3,95;;;;
2018-07-24,721.8,752.6,94;;;;
2018-07-23,722.5,753.3,84;;;;
2018-07-23,724.0,754.7,79;;;;
2018-07-23,724.3,754.9,71;;;;
2018-07-23,724.3,754.9,70;;;;
2018-07-23,724.9,755.7,76;;;;
2018-07-23,724.6,755.5,88;;;;
2018-07-23,724.6,755.7,88;;;;
2018-07-23,725.2,756.1,72;;;;
2018-07-22,725.0,755.4,57;;;;
2018-07-22,724.6,754.7,62;;;;
2018-07-22,725.5,756.1,85;;;;
2018-07-22,725.5,756.2,100;;;;
2018-07-22,724.8,755.4,100;;;;
2018-07-22,724.0,754.3,88;;;;
2018-07-22,723.5,753.6,94;;;;
2018-07-22,724.3,754.3,94;;;;
2018-07-21,725.3,754.9,60;;;;
2018-07-21,725.3,754.6,56;;;;
2018-07-21,725.0,754.0,38;;;;
2018-07-21,726.1,755.2,45;;;;
2018-07-21,726.0,755.6,58;;;;
2018-07-21,726.2,755.8,56;;;;
2018-07-21,726.3,755.8,54;;;;
2018-07-21,726.6,755.9,42;;;;
2018-07-20,727.0,756.2,37;;;;
2018-07-20,727.4,756.4,29;;;;
2018-07-20,727.5,756.3,26;;;;
2018-07-20,728.3,757.3,33;;;;
2018-07-20,728.8,758.5,49;;;;
2018-07-20,728.7,758.6,56;;;;
2018-07-20,728.5,758.4,53;;;;
2018-07-20,728.9,758.5,43;;;;
2018-07-19,729.5,758.8,34;;;;
2018-07-19,729.5,758.7,28;;;;
2018-07-19,729.8,759.0,28;;;;
2018-07-19,730.6,759.9,30;;;;
2018-07-19,730.9,760.6,41;;;;
2018-07-19,730.5,760.9,74;;;;
2018-07-19,730.2,760.4,73;;;;
2018-07-19,730.3,760.3,55;;;;
2018-07-18,730.3,759.7,32;;;;
2018-07-18,730.5,759.7,32;;;;
2018-07-18,730.7,760.0,32;;;;
2018-07-18,731.2,760.6,33;;;;
2018-07-18,731.3,761.1,47;;;;
2018-07-18,730.7,761.3,67;;;;
2018-07-18,730.3,760.6,58;;;;
2018-07-18,729.9,759.9,50;;;;
2018-07-17,729.3,758.8,35;;;;
2018-07-17,728.7,757.9,30;;;;
2018-07-17,728.8,758.1,28;;;;
2018-07-17,729.2,758.7,36;;;;
2018-07-17,729.4,759.4,57;;;;
2018-07-17,728.7,759.2,74;;;;
2018-07-17,727.9,758.3,64;;;;
2018-07-17,727.7,757.7,54;;;;
2018-07-16,726.6,756.0,49;;;;
2018-07-16,725.5,754.6,46;;;;
2018-07-16,725.6,754.8,51;;;;
2018-07-16,725.7,755.0,53;;;;
2018-07-16,725.7,755.5,66;;;;
2018-07-16,725.0,755.2,87;;;;
2018-07-16,724.2,754.2,92;;;;
2018-07-16,724.3,754.1,83;;;;
2018-07-15,723.6,753.1,74;;;;
2018-07-15,723.4,753.0,65;;;;
2018-07-15,722.7,752.0,56;;;;
2018-07-15,722.7,751.9,51;;;;
2018-07-15,722.7,752.2,71;;;;
2018-07-15,721.7,751.7,88;;;;
2018-07-15,721.3,751.2,93;;;;
2018-07-15,721.6,751.3,82;;;;
2018-07-14,721.3,750.7,70;;;;
2018-07-14,721.3,750.5,58;;;;
2018-07-14,720.7,749.8,54;;;;
2018-07-14,721.1,750.1,46;;;;
2018-07-14,720.9,750.2,62;;;;
2018-07-14,720.6,750.6,94;;;;
2018-07-14,720.5,750.4,86;;;;
2018-07-14,720.9,750.6,74;;;;
2018-07-13,720.9,750.3,62;;;;
2018-07-13,720.6,749.5,36;;;;
2018-07-13,721.4,750.7,57;;;;
2018-07-13,721.1,750.0,41;;;;
2018-07-13,721.3,750.4,59;;;;
2018-07-13,721.3,751.0,70;;;;
2018-07-13,721.2,751.0,77;;;;
2018-07-13,721.7,751.3,67;;;;
2018-07-12,722.0,751.1,46;;;;
2018-07-12,721.9,750.7,48;;;;
2018-07-12,722.2,751.0,32;;;;
2018-07-12,722.8,751.9,50;;;;
2018-07-12,723.6,753.2,66;;;;
2018-07-12,723.1,753.0,75;;;;
2018-07-12,722.9,752.5,63;;;;
2018-07-12,723.7,753.1,56;;;;
2018-07-11,723.8,753.0,51;;;;
2018-07-11,723.9,752.8,39;;;;
2018-07-11,724.7,753.8,44;;;;
2018-07-11,724.9,754.0,46;;;;
2018-07-11,725.2,754.9,72;;;;
2018-07-11,725.0,754.8,75;;;;
2018-07-11,724.9,754.8,84;;;;
2018-07-11,725.4,755.2,73;;;;
2018-07-10,725.4,755.2,80;;;;
2018-07-10,725.6,755.3,81;;;;
2018-07-10,724.9,753.7,45;;;;
2018-07-10,725.1,753.9,32;;;;
2018-07-10,725.2,754.6,50;;;;
2018-07-10,725.0,754.6,56;;;;
2018-07-10,725.5,754.9,48;;;;
2018-07-10,725.4,754.6,46;;;;
2018-07-9,725.9,754.9,40;;;;
2018-07-9,725.8,754.6,32;;;;
2018-07-9,726.2,754.9,31;;;;
2018-07-9,727.0,755.9,33;;;;
2018-07-9,726.9,756.2,44;;;;
2018-07-9,726.2,756.0,59;;;;
2018-07-9,726.4,756.1,70;;;;
2018-07-9,726.5,755.8,61;;;;
2018-07-8,726.1,755.0,45;;;;
2018-07-8,725.9,754.6,40;;;;
2018-07-8,726.0,754.9,48;;;;
2018-07-8,726.0,755.2,57;;;;
2018-07-8,725.6,755.2,75;;;;
2018-07-8,725.3,755.4,86;;;;
2018-07-8,725.2,755.2,80;;;;
2018-07-8,725.3,754.9,67;;;;
2018-07-7,725.5,754.9,58;;;;
2018-07-7,725.1,754.0,48;;;;
2018-07-7,724.7,753.5,40;;;;
2018-07-7,725.0,754.0,50;;;;
2018-07-7,724.6,754.0,58;;;;
2018-07-7,724.3,754.1,64;;;;
2018-07-7,724.0,753.6,52;;;;
2018-07-7,724.4,753.7,43;;;;
2018-07-6,725.6,754.9,44;;;;
2018-07-6,725.9,755.0,37;;;;
2018-07-6,726.2,755.2,36;;;;
2018-07-6,726.8,756.1,35;;;;
2018-07-6,727.1,756.7,48;;;;
2018-07-6,728.0,758.1,54;;;;
2018-07-6,728.6,758.5,50;;;;
2018-07-6,729.1,758.8,45;;;;
2018-07-5,729.4,759.0,38;;;;
2018-07-5,729.7,759.1,31;;;;
2018-07-5,730.3,759.7,33;;;;
2018-07-5,731.0,760.7,37;;;;
2018-07-5,731.7,761.8,48;;;;
2018-07-5,731.5,762.1,63;;;;
2018-07-5,731.4,761.8,60;;;;
2018-07-5,731.7,761.9,48;;;;
2018-07-4,731.6,761.5,39;;;;
2018-07-4,731.7,761.4,32;;;;
2018-07-4,732.1,762.0,39;;;;
2018-07-4,732.7,762.9,51;;;;
2018-07-4,733.0,763.7,70;;;;
2018-07-4,732.1,763.2,88;;;;
2018-07-4,731.9,762.7,80;;;;
2018-07-4,731.4,761.9,72;;;;
2018-07-3,730.8,760.9,61;;;;
2018-07-3,729.4,759.0,58;;;;
2018-07-3,729.1,758.3,53;;;;
2018-07-3,729.4,758.6,47;;;;
2018-07-3,729.7,759.6,60;;;;
2018-07-3,729.2,759.7,76;;;;
2018-07-3,728.8,759.1,68;;;;
2018-07-3,728.8,758.8,58;;;;
2018-07-2,728.5,757.9,47;;;;
2018-07-2,728.2,757.4,45;;;;
2018-07-2,728.2,757.3,39;;;;
2018-07-2,728.5,757.8,46;;;;
